,t,v
148,1243728000,0
149,1243814400,1
150,1243900800,0
151,1243987200,0
152,1244073600,0
153,1244160000,0
154,1244246400,0
155,1244332800,0
156,1244419200,0
157,1244505600,0
158,1244592000,0
159,1244678400,0
160,1244764800,0
161,1244851200,0
162,1244937600,0
163,1245024000,0
164,1245110400,0
165,1245196800,0
166,1245283200,0
167,1245369600,0
168,1245456000,0
169,1245542400,0
170,1245628800,60
171,1245715200,0
172,1245801600,3
173,1245888000,20
174,1245974400,0
175,1246060800,0
176,1246147200,1
177,1246233600,1
178,1246320000,3
179,1246406400,2
180,1246492800,1
181,1246579200,0
182,1246665600,0
183,1246752000,0
184,1246838400,0
185,1246924800,0
186,1247011200,0
187,1247097600,0
188,1247184000,0
189,1247270400,0
190,1247356800,0
191,1247443200,0
192,1247529600,0
193,1247616000,0
194,1247702400,0
195,1247788800,0
196,1247875200,0
197,1247961600,0
198,1248048000,121
199,1248134400,0
200,1248220800,0
201,1248307200,0
202,1248393600,0
203,1248480000,0
204,1248566400,0
205,1248652800,0
206,1248739200,0
207,1248825600,2
208,1248912000,1
209,1248998400,0
210,1249084800,0
211,1249171200,0
212,1249257600,0
213,1249344000,0
214,1249430400,0
215,1249516800,0
216,1249603200,111
217,1249689600,0
218,1249776000,0
219,1249862400,0
220,1249948800,0
221,1250035200,0
222,1250121600,0
223,1250208000,0
224,1250294400,0
225,1250380800,0
226,1250467200,0
227,1250553600,0
228,1250640000,0
229,1250726400,0
230,1250812800,0
231,1250899200,0
232,1250985600,0
233,1251072000,0
234,1251158400,0
235,1251244800,46
236,1251331200,0
237,1251417600,0
238,1251504000,0
239,1251590400,1
240,1251676800,6
241,1251763200,0
242,1251849600,0
243,1251936000,14
244,1252022400,0
245,1252108800,0
246,1252195200,0
247,1252281600,13
248,1252368000,0
249,1252454400,0
250,1252540800,0
251,1252627200,0
252,1252713600,0
253,1252800000,0
254,1252886400,0
255,1252972800,0
256,1253059200,1
257,1253145600,101
258,1253232000,0
259,1253318400,0
260,1253404800,0
261,1253491200,8
262,1253577600,40
263,1253664000,0
264,1253750400,0
265,1253836800,26
266,1253923200,0
267,1254009600,16
268,1254096000,0
269,1254182400,43
270,1254268800,0
271,1254355200,0
272,1254441600,10
273,1254528000,0
274,1254614400,0
275,1254700800,0
276,1254787200,15
277,1254873600,0
278,1254960000,0
279,1255046400,0
280,1255132800,0
281,1255219200,0
282,1255305600,73
283,1255392000,0
284,1255478400,0
285,1255564800,0
286,1255651200,80
287,1255737600,0
288,1255824000,7
289,1255910400,0
290,1255996800,101
291,1256083200,18
292,1256169600,39
293,1256256000,0
294,1256342400,7
295,1256428800,0
296,1256515200,0
297,1256601600,16
298,1256688000,0
299,1256774400,41
300,1256860800,0
301,1256947200,0
302,1257033600,0
303,1257120000,0
304,1257206400,0
305,1257292800,41
306,1257379200,0
307,1257465600,0
308,1257552000,0
309,1257638400,0
310,1257724800,0
311,1257811200,0
312,1257897600,51
313,1257984000,0
314,1258070400,12
315,1258156800,0
316,1258243200,0
317,1258329600,0
318,1258416000,0
319,1258502400,0
320,1258588800,82
321,1258675200,0
322,1258761600,0
323,1258848000,0
324,1258934400,0
325,1259020800,0
326,1259107200,0
327,1259193600,0
328,1259280000,0
329,1259366400,0
330,1259452800,0
331,1259539200,0
332,1259625600,165
333,1259712000,0
334,1259798400,0
335,1259884800,0
336,1259971200,18
337,1260057600,3
338,1260144000,0
339,1260230400,30
340,1260316800,17
341,1260403200,0
342,1260489600,0
343,1260576000,67
344,1260662400,0
345,1260748800,331
346,1260835200,7
347,1260921600,17
348,1261008000,7
349,1261094400,0
350,1261180800,1
351,1261267200,0
352,1261353600,1
353,1261440000,0
354,1261526400,0
355,1261612800,0
356,1261699200,1
357,1261785600,0
358,1261872000,5
359,1261958400,0
360,1262044800,0
361,1262131200,0
362,1262217600,0
363,1262304000,2
364,1262390400,0
365,1262476800,0
366,1262563200,82
367,1262649600,0
368,1262736000,0
369,1262822400,0
370,1262908800,0
371,1262995200,0
372,1263081600,0
373,1263168000,0
374,1263254400,215
375,1263340800,2
376,1263427200,9
377,1263513600,5
378,1263600000,6
379,1263686400,0
380,1263772800,1
381,1263859200,0
382,1263945600,0
383,1264032000,12
384,1264118400,5
385,1264204800,2
386,1264291200,1
387,1264377600,58
388,1264464000,17
389,1264550400,20
390,1264636800,21
391,1264723200,19
392,1264809600,34
393,1264896000,18
394,1264982400,17
395,1265068800,21
396,1265155200,6
397,1265241600,41
398,1265328000,245
399,1265414400,30
400,1265500800,10
401,1265587200,124
402,1265673600,418
403,1265760000,606
404,1265846400,74
405,1265932800,39
406,1266019200,85
407,1266105600,54
408,1266192000,91
409,1266278400,16
410,1266364800,26
411,1266451200,58
412,1266537600,4
413,1266624000,13
414,1266710400,126
415,1266796800,267
416,1266883200,1
417,1266969600,107
418,1267056000,143
419,1267142400,20
420,1267228800,10
421,1267315200,106
422,1267401600,32
423,1267488000,40
424,1267574400,106
425,1267660800,387
426,1267747200,2
427,1267833600,92
428,1267920000,115
429,1268006400,181
430,1268092800,81
431,1268179200,42
432,1268265600,64
433,1268352000,7
434,1268438400,36
435,1268524800,8
436,1268611200,5
437,1268697600,25
438,1268784000,25
439,1268870400,81
440,1268956800,127
441,1269043200,70
442,1269129600,9
443,1269216000,40
444,1269302400,77
445,1269388800,31
446,1269475200,344
447,1269561600,76
448,1269648000,23
449,1269734400,18
450,1269820800,68
451,1269907200,11
452,1269993600,25
453,1270080000,28
454,1270166400,20
455,1270252800,25
456,1270339200,69
457,1270425600,140
458,1270512000,99
459,1270598400,103
460,1270684800,25
461,1270771200,109
462,1270857600,282
463,1270944000,166
464,1271030400,142
465,1271116800,38
466,1271203200,108
467,1271289600,689
468,1271376000,217
469,1271462400,74
470,1271548800,3202
471,1271635200,296
472,1271721600,207
473,1271808000,148
474,1271894400,55
475,1271980800,74
476,1272067200,104
477,1272153600,169
478,1272240000,92
479,1272326400,76
480,1272412800,128
481,1272499200,51
482,1272585600,43
483,1272672000,66
484,1272758400,41
485,1272844800,111
486,1272931200,179
487,1273017600,144
488,1273104000,279
489,1273190400,91
490,1273276800,278
491,1273363200,94
492,1273449600,151
493,1273536000,38
494,1273622400,122
495,1273708800,109
496,1273795200,106
497,1273881600,58
498,1273968000,46
499,1274054400,133
500,1274140800,128
501,1274227200,125
502,1274313600,75
503,1274400000,144
504,1274486400,137
505,1274572800,180
506,1274659200,112
507,1274745600,117
508,1274832000,153
509,1274918400,170
510,1275004800,100
511,1275091200,144
512,1275177600,80
513,1275264000,95
514,1275350400,102
515,1275436800,75
516,1275523200,205
517,1275609600,65
518,1275696000,87
519,1275782400,87
520,1275868800,287
521,1275955200,130
522,1276041600,154
523,1276128000,89
524,1276214400,144
525,1276300800,114
526,1276387200,138
527,1276473600,214
528,1276560000,130
529,1276646400,116
530,1276732800,85
531,1276819200,99
532,1276905600,193
533,1276992000,94
534,1277078400,146
535,1277164800,153
536,1277251200,126
537,1277337600,148
538,1277424000,61
539,1277510400,59
540,1277596800,110
541,1277683200,110
542,1277769600,209
543,1277856000,240
544,1277942400,171
545,1278028800,184
546,1278115200,136
547,1278201600,249
548,1278288000,178
549,1278374400,81
550,1278460800,186
551,1278547200,111
552,1278633600,115
553,1278720000,185
554,1278806400,265
555,1278892800,1740
556,1278979200,876
557,1279065600,5692
558,1279152000,1042
559,1279238400,832
560,1279324800,457
561,1279411200,564
562,1279497600,521
563,1279584000,541
564,1279670400,453
565,1279756800,261
566,1279843200,296
567,1279929600,650
568,1280016000,1784
569,1280102400,838
570,1280188800,435
571,1280275200,351
572,1280361600,219
573,1280448000,291
574,1280534400,200
575,1280620800,286
576,1280707200,291
577,1280793600,629
578,1280880000,339
579,1280966400,500
580,1281052800,365
581,1281139200,280
582,1281225600,313
583,1281312000,435
584,1281398400,282
585,1281484800,371
586,1281571200,238
587,1281657600,526
588,1281744000,240
589,1281830400,191
590,1281916800,443
591,1282003200,251
592,1282089600,444
593,1282176000,230
594,1282262400,367
595,1282348800,258
596,1282435200,298
597,1282521600,332
598,1282608000,329
599,1282694400,221
600,1282780800,363
601,1282867200,240
602,1282953600,275
603,1283040000,154
604,1283126400,268
605,1283212800,447
606,1283299200,336
607,1283385600,291
608,1283472000,234
609,1283558400,197
610,1283644800,285
611,1283731200,254
612,1283817600,177
613,1283904000,280
614,1283990400,271
615,1284076800,281
616,1284163200,207
617,1284249600,434
618,1284336000,417
619,1284422400,345
620,1284508800,373
621,1284595200,396
622,1284681600,736
623,1284768000,271
624,1284854400,364
625,1284940800,405
626,1285027200,928
627,1285113600,713
628,1285200000,633
629,1285286400,432
630,1285372800,536
631,1285459200,355
632,1285545600,937
633,1285632000,1397
634,1285718400,915
635,1285804800,335
636,1285891200,580
637,1285977600,527
638,1286064000,397
639,1286150400,530
640,1286236800,431
641,1286323200,390
642,1286409600,379
643,1286496000,535
644,1286582400,480
645,1286668800,327
646,1286755200,343
647,1286841600,367
648,1286928000,614
649,1287014400,346
650,1287100800,283
651,1287187200,572
652,1287273600,397
653,1287360000,567
654,1287446400,950
655,1287532800,757
656,1287619200,655
657,1287705600,677
658,1287792000,520
659,1287878400,495
660,1287964800,436
661,1288051200,445
662,1288137600,700
663,1288224000,602
664,1288310400,506
665,1288396800,336
666,1288483200,309
667,1288569600,315
668,1288656000,200
669,1288742400,296
670,1288828800,312
671,1288915200,531
672,1289001600,294
673,1289088000,352
674,1289174400,1191
675,1289260800,338
676,1289347200,323
677,1289433600,271
678,1289520000,202
679,1289606400,277
680,1289692800,575
681,1289779200,4047
682,1289865600,2988
683,1289952000,320
684,1290038400,292
685,1290124800,344
686,1290211200,474
687,1290297600,414
688,1290384000,307
689,1290470400,367
690,1290556800,561
691,1290643200,494
692,1290729600,802
693,1290816000,456
694,1290902400,365
695,1290988800,506
696,1291075200,401
697,1291161600,670
698,1291248000,452
699,1291334400,524
700,1291420800,319
701,1291507200,318
702,1291593600,313
703,1291680000,641
704,1291766400,449
705,1291852800,422
706,1291939200,291
707,1292025600,520
708,1292112000,605
709,1292198400,1119
710,1292284800,614
711,1292371200,578
712,1292457600,491
713,1292544000,405
714,1292630400,424
715,1292716800,622
716,1292803200,1013
717,1292889600,600
718,1292976000,715
719,1293062400,512
720,1293148800,463
721,1293235200,562
722,1293321600,565
723,1293408000,737
724,1293494400,563
725,1293580800,552
726,1293667200,618
727,1293753600,482
728,1293840000,620
729,1293926400,588
730,1294012800,920
731,1294099200,642
732,1294185600,1072
733,1294272000,711
734,1294358400,778
735,1294444800,990
736,1294531200,882
737,1294617600,926
738,1294704000,1014
739,1294790400,748
740,1294876800,1151
741,1294963200,1076
742,1295049600,855
743,1295136000,992
744,1295222400,782
745,1295308800,922
746,1295395200,984
747,1295481600,879
748,1295568000,1307
749,1295654400,1514
750,1295740800,1328
751,1295827200,1371
752,1295913600,889
753,1296000000,1016
754,1296086400,1081
755,1296172800,1088
756,1296259200,1469
757,1296345600,2668
758,1296432000,1580
759,1296518400,1249
760,1296604800,963
761,1296691200,805
762,1296777600,960
763,1296864000,1004
764,1296950400,898
765,1297036800,884
766,1297123200,897
767,1297209600,1274
768,1297296000,2225
769,1297382400,2660
770,1297468800,1948
771,1297555200,2053
772,1297641600,2880
773,1297728000,2324
774,1297814400,2075
775,1297900800,2170
776,1297987200,2230
777,1298073600,1779
778,1298160000,2005
779,1298246400,2003
780,1298332800,2386
781,1298419200,2342
782,1298505600,2318
783,1298592000,2127
784,1298678400,2272
785,1298764800,2368
786,1298851200,1843
787,1298937600,3173
788,1299024000,2371
789,1299110400,3292
790,1299196800,2027
791,1299283200,2319
792,1299369600,2092
793,1299456000,2151
794,1299542400,2665
795,1299628800,2284
796,1299715200,2006
797,1299801600,2062
798,1299888000,2240
799,1299974400,1977
800,1300060800,2035
801,1300147200,2421
802,1300233600,2212
803,1300320000,2202
804,1300406400,2150
805,1300492800,2182
806,1300579200,3512
807,1300665600,3040
808,1300752000,2511
809,1300838400,4454
810,1300924800,2539
811,1301011200,2553
812,1301097600,3357
813,1301184000,2937
814,1301270400,3688
815,1301356800,3149
816,1301443200,2321
817,1301529600,2599
818,1301616000,1927
819,1301702400,2043
820,1301788800,2087
821,1301875200,2906
822,1301961600,2550
823,1302048000,2321
824,1302134400,2063
825,1302220800,2166
826,1302307200,2085
827,1302393600,2095
828,1302480000,2500
829,1302566400,2763
830,1302652800,3041
831,1302739200,3407
832,1302825600,2712
833,1302912000,3998
834,1302998400,2772
835,1303084800,3749
836,1303171200,4344
837,1303257600,3710
838,1303344000,2346
839,1303430400,2654
840,1303516800,3118
841,1303603200,2950
842,1303689600,3100
843,1303776000,4194
844,1303862400,5546
845,1303948800,4049
846,1304035200,4510
847,1304121600,5743
848,1304208000,5021
849,1304294400,3851
850,1304380800,3799
851,1304467200,4077
852,1304553600,4563
853,1304640000,4272
854,1304726400,4839
855,1304812800,3781
856,1304899200,4771
857,1304985600,4439
858,1305072000,4330
859,1305158400,4429
860,1305244800,6030
861,1305331200,5708
862,1305417600,5066
863,1305504000,5968
864,1305590400,5911
865,1305676800,7534
866,1305763200,6457
867,1305849600,6521
868,1305936000,6522
869,1306022400,6594
870,1306108800,7554
871,1306195200,7513
872,1306281600,8095
873,1306368000,8819
874,1306454400,6320
875,1306540800,6543
876,1306627200,6624
877,1306713600,6952
878,1306800000,8326
879,1306886400,8593
880,1306972800,9964
881,1307059200,11543
882,1307145600,11791
883,1307232000,11048
884,1307318400,13176
885,1307404800,12066
886,1307491200,18547
887,1307577600,16816
888,1307664000,15391
889,1307750400,14870
890,1307836800,17532
891,1307923200,16133
892,1308009600,18673
893,1308096000,17265
894,1308182400,18174
895,1308268800,15842
896,1308355200,15489
897,1308441600,16175
898,1308528000,13868
899,1308614400,12674
900,1308700800,13896
901,1308787200,12730
902,1308873600,14167
903,1308960000,12732
904,1309046400,13721
905,1309132800,16930
906,1309219200,15199
907,1309305600,13091
908,1309392000,13028
909,1309478400,13649
910,1309564800,10594
911,1309651200,11129
912,1309737600,12920
913,1309824000,12462
914,1309910400,14632
915,1309996800,11859
916,1310083200,11246
917,1310169600,10420
918,1310256000,10796
919,1310342400,13165
920,1310428800,10701
921,1310515200,11717
922,1310601600,11167
923,1310688000,10293
924,1310774400,11388
925,1310860800,10664
926,1310947200,15281
927,1311033600,12312
928,1311120000,12483
929,1311206400,11350
930,1311292800,12551
931,1311379200,10216
932,1311465600,10826
933,1311552000,12559
934,1311638400,11983
935,1311724800,10579
936,1311811200,11968
937,1311897600,9597
938,1311984000,8092
939,1312070400,10653
940,1312156800,10991
941,1312243200,11890
942,1312329600,10780
943,1312416000,11276
944,1312502400,9864
945,1312588800,9367
946,1312675200,8852
947,1312761600,13452
948,1312848000,12131
949,1312934400,11180
950,1313020800,10366
951,1313107200,10178
952,1313193600,10865
953,1313280000,10796
954,1313366400,11432
955,1313452800,12629
956,1313539200,11006
957,1313625600,9982
958,1313712000,10370
959,1313798400,9064
960,1313884800,9997
961,1313971200,10317
962,1314057600,9588
963,1314144000,9923
964,1314230400,9874
965,1314316800,10906
966,1314403200,10228
967,1314489600,7649
968,1314576000,10345
969,1314662400,10303
970,1314748800,9908
971,1314835200,10057
972,1314921600,9381
973,1315008000,8126
974,1315094400,9978
975,1315180800,9966
976,1315267200,11541
977,1315353600,9929
978,1315440000,9203
979,1315526400,11529
980,1315612800,9786
981,1315699200,9239
982,1315785600,9847
983,1315872000,8962
984,1315958400,8564
985,1316044800,9171
986,1316131200,8723
987,1316217600,7650
988,1316304000,8109
989,1316390400,9716
990,1316476800,10836
991,1316563200,11912
992,1316649600,8400
993,1316736000,8387
994,1316822400,8114
995,1316908800,7534
996,1316995200,7588
997,1317081600,8468
998,1317168000,7905
999,1317254400,7490
1000,1317340800,8146
1001,1317427200,7685
1002,1317513600,6897
1003,1317600000,8580
1004,1317686400,8334
1005,1317772800,7885
1006,1317859200,8746
1007,1317945600,7967
1008,1318032000,7324
1009,1318118400,7179
1010,1318204800,7955
1011,1318291200,8194
1012,1318377600,8202
1013,1318464000,6822
1014,1318550400,8887
1015,1318636800,7703
1016,1318723200,7017
1017,1318809600,8241
1018,1318896000,6821
1019,1318982400,7136
1020,1319068800,5968
1021,1319155200,6759
1022,1319241600,6790
1023,1319328000,7451
1024,1319414400,8203
1025,1319500800,7170
1026,1319587200,7273
1027,1319673600,6645
1028,1319760000,7667
1029,1319846400,7765
1030,1319932800,6779
1031,1320019200,7039
1032,1320105600,7708
1033,1320192000,8120
1034,1320278400,8520
1035,1320364800,9814
1036,1320451200,8182
1037,1320537600,6476
1038,1320624000,7378
1039,1320710400,8413
1040,1320796800,8773
1041,1320883200,8653
1042,1320969600,7270
1043,1321056000,7059
1044,1321142400,7186
1045,1321228800,8362
1046,1321315200,8626
1047,1321401600,8227
1048,1321488000,7467
1049,1321574400,7570
1050,1321660800,5303
1051,1321747200,6418
1052,1321833600,5293
1053,1321920000,6280
1054,1322006400,6361
1055,1322092800,6007
1056,1322179200,6084
1057,1322265600,5388
1058,1322352000,5463
1059,1322438400,6987
1060,1322524800,8525
1061,1322611200,9694
1062,1322697600,7515
1063,1322784000,7282
1064,1322870400,7044
1065,1322956800,5953
1066,1323043200,6808
1067,1323129600,8785
1068,1323216000,6957
1069,1323302400,8401
1070,1323388800,6128
1071,1323475200,6437
1072,1323561600,6702
1073,1323648000,5892
1074,1323734400,5833
1075,1323820800,6183
1076,1323907200,5303
1077,1323993600,5788
1078,1324080000,5406
1079,1324166400,4791
1080,1324252800,6939
1081,1324339200,7911
1082,1324425600,6316
1083,1324512000,6297
1084,1324598400,6107
1085,1324684800,5013
1086,1324771200,5762
1087,1324857600,5943
1088,1324944000,5986
1089,1325030400,5584
1090,1325116800,5940
1091,1325203200,5385
1092,1325289600,5925
1093,1325376000,5992
1094,1325462400,6362
1095,1325548800,7335
1096,1325635200,6699
1097,1325721600,8590
1098,1325808000,8350
1099,1325894400,7207
1100,1325980800,8001
1101,1326067200,8379
1102,1326153600,9015
1103,1326240000,9892
1104,1326326400,7520
1105,1326412800,7966
1106,1326499200,7706
1107,1326585600,7595
1108,1326672000,7792
1109,1326758400,7585
1110,1326844800,7883
1111,1326931200,7952
1112,1327017600,7534
1113,1327104000,7101
1114,1327190400,5542
1115,1327276800,6367
1116,1327363200,8221
1117,1327449600,9276
1118,1327536000,7666
1119,1327622400,7581
1120,1327708800,6464
1121,1327795200,8033
1122,1327881600,6783
1123,1327968000,8234
1124,1328054400,7648
1125,1328140800,8534
1126,1328227200,8877
1127,1328313600,9298
1128,1328400000,8217
1129,1328486400,7513
1130,1328572800,8357
1131,1328659200,7897
1132,1328745600,8240
1133,1328832000,9599
1134,1328918400,8967
1135,1329004800,7936
1136,1329091200,9537
1137,1329177600,11261
1138,1329264000,10255
1139,1329350400,10622
1140,1329436800,7726
1141,1329523200,7297
1142,1329609600,6331
1143,1329696000,7217
1144,1329782400,7674
1145,1329868800,8557
1146,1329955200,9528
1147,1330041600,8773
1148,1330128000,8069
1149,1330214400,6481
1150,1330300800,7653
1151,1330387200,8570
1152,1330473600,7987
1153,1330560000,8967
1154,1330646400,10031
1155,1330732800,6404
1156,1330819200,7433
1157,1330905600,8586
1158,1330992000,7879
1159,1331078400,7700
1160,1331164800,7993
1161,1331251200,8258
1162,1331337600,6239
1163,1331424000,6184
1164,1331510400,7384
1165,1331596800,9010
1166,1331683200,8756
1167,1331769600,7658
1168,1331856000,8119
1169,1331942400,8040
1170,1332028800,6337
1171,1332115200,8064
1172,1332201600,7832
1173,1332288000,8071
1174,1332374400,7707
1175,1332460800,7160
1176,1332547200,6620
1177,1332633600,7420
1178,1332720000,8370
1179,1332806400,8098
1180,1332892800,8580
1181,1332979200,9026
1182,1333065600,7853
1183,1333152000,6959
1184,1333238400,6381
1185,1333324800,7832
1186,1333411200,10402
1187,1333497600,8775
1188,1333584000,8659
1189,1333670400,8776
1190,1333756800,7107
1191,1333843200,6756
1192,1333929600,7954
1193,1334016000,9410
1194,1334102400,10011
1195,1334188800,10263
1196,1334275200,8558
1197,1334361600,9244
1198,1334448000,8475
1199,1334534400,10678
1200,1334620800,10479
1201,1334707200,11108
1202,1334793600,10197
1203,1334880000,11009
1204,1334966400,9040
1205,1335052800,7654
1206,1335139200,8948
1207,1335225600,9499
1208,1335312000,9337
1209,1335398400,11644
1210,1335484800,9209
1211,1335571200,8596
1212,1335657600,8395
1213,1335744000,11366
1214,1335830400,11642
1215,1335916800,11690
1216,1336003200,13343
1217,1336089600,14144
1218,1336176000,12364
1219,1336262400,14681
1220,1336348800,17533
1221,1336435200,15521
1222,1336521600,16860
1223,1336608000,12777
1224,1336694400,18066
1225,1336780800,15474
1226,1336867200,13122
1227,1336953600,23912
1228,1337040000,19035
1229,1337126400,17806
1230,1337212800,14739
1231,1337299200,18541
1232,1337385600,24028
1233,1337472000,21737
1234,1337558400,22006
1235,1337644800,19043
1236,1337731200,21212
1237,1337817600,19995
1238,1337904000,21730
1239,1337990400,17690
1240,1338076800,18640
1241,1338163200,21321
1242,1338249600,24469
1243,1338336000,19496
1244,1338422400,18578
1245,1338508800,20093
1246,1338595200,12536
1247,1338681600,22304
1248,1338768000,33486
1249,1338854400,31422
1250,1338940800,15250
1251,1339027200,26264
1252,1339113600,19161
1253,1339200000,22805
1254,1339286400,25242
1255,1339372800,23709
1256,1339459200,14797
1257,1339545600,36057
1258,1339632000,38874
1259,1339718400,38742
1260,1339804800,29672
1261,1339891200,29164
1262,1339977600,27430
1263,1340064000,25652
1264,1340150400,22362
1265,1340236800,19820
1266,1340323200,19078
1267,1340409600,19838
1268,1340496000,19096
1269,1340582400,23398
1270,1340668800,24781
1271,1340755200,28195
1272,1340841600,22721
1273,1340928000,22353
1274,1341014400,21558
1275,1341100800,20215
1276,1341187200,25365
1277,1341273600,22904
1278,1341360000,21832
1279,1341446400,18640
1280,1341532800,19420
1281,1341619200,21930
1282,1341705600,18930
1283,1341792000,22274
1284,1341878400,26760
1285,1341964800,24392
1286,1342051200,23594
1287,1342137600,20800
1288,1342224000,19770
1289,1342310400,21205
1290,1342396800,26976
1291,1342483200,28707
1292,1342569600,24553
1293,1342656000,26871
1294,1342742400,25945
1295,1342828800,25419
1296,1342915200,27228
1297,1343001600,29663
1298,1343088000,27320
1299,1343174400,21395
1300,1343260800,21015
1301,1343347200,20938
1302,1343433600,23993
1303,1343520000,25469
1304,1343606400,26741
1305,1343692800,41649
1306,1343779200,28343
1307,1343865600,29713
1308,1343952000,23951
1309,1344038400,23847
1310,1344124800,25868
1311,1344211200,28559
1312,1344297600,25700
1313,1344384000,36346
1314,1344470400,27317
1315,1344556800,23982
1316,1344643200,24076
1317,1344729600,24001
1318,1344816000,30948
1319,1344902400,27703
1320,1344988800,36065
1321,1345075200,43311
1322,1345161600,39268
1323,1345248000,34310
1324,1345334400,43754
1325,1345420800,33200
1326,1345507200,37003
1327,1345593600,34050
1328,1345680000,27564
1329,1345766400,29280
1330,1345852800,23795
1331,1345939200,23049
1332,1346025600,25381
1333,1346112000,23601
1334,1346198400,25634
1335,1346284800,23933
1336,1346371200,33918
1337,1346457600,28988
1338,1346544000,23644
1339,1346630400,23432
1340,1346716800,32415
1341,1346803200,28587
1342,1346889600,32835
1343,1346976000,31395
1344,1347062400,22125
1345,1347148800,25866
1346,1347235200,25377
1347,1347321600,30956
1348,1347408000,21047
1349,1347494400,23186
1350,1347580800,25025
1351,1347667200,19140
1352,1347753600,19504
1353,1347840000,20407
1354,1347926400,24011
1355,1348012800,25232
1356,1348099200,27408
1357,1348185600,22727
1358,1348272000,16044
1359,1348358400,16957
1360,1348444800,21134
1361,1348531200,24207
1362,1348617600,31180
1363,1348704000,25558
1364,1348790400,31550
1365,1348876800,23876
1366,1348963200,20621
1367,1349049600,20872
1368,1349136000,34448
1369,1349222400,31769
1370,1349308800,32878
1371,1349395200,27964
1372,1349481600,24273
1373,1349568000,27205
1374,1349654400,29149
1375,1349740800,32757
1376,1349827200,28465
1377,1349913600,24426
1378,1350000000,24774
1379,1350086400,25160
1380,1350172800,21399
1381,1350259200,29385
1382,1350345600,28029
1383,1350432000,24675
1384,1350518400,32680
1385,1350604800,29359
1386,1350691200,28728
1387,1350777600,25602
1388,1350864000,27943
1389,1350950400,26242
1390,1351036800,24289
1391,1351123200,24630
1392,1351209600,23398
1393,1351296000,18123
1394,1351382400,15779
1395,1351468800,24651
1396,1351555200,21949
1397,1351641600,21057
1398,1351728000,19858
1399,1351814400,19220
1400,1351900800,17813
1401,1351987200,19035
1402,1352073600,23105
1403,1352160000,25889
1404,1352246400,28845
1405,1352332800,22626
1406,1352419200,21877
1407,1352505600,23445
1408,1352592000,15749
1409,1352678400,19028
1410,1352764800,20094
1411,1352851200,22979
1412,1352937600,29793
1413,1353024000,33396
1414,1353110400,25379
1415,1353196800,27414
1416,1353283200,27297
1417,1353369600,28665
1418,1353456000,30482
1419,1353542400,25030
1420,1353628800,20936
1421,1353715200,22071
1422,1353801600,22238
1423,1353888000,24161
1424,1353974400,23774
1425,1354060800,27749
1426,1354147200,27028
1427,1354233600,22580
1428,1354320000,22498
1429,1354406400,16705
