Date,Open,High,Low,Close,Volume,N. Trades
2017-12-15 00:00:00,16334.98000000,17025.00000000,16298.45000000,16968.96000000,6830106.72719663,7702
2017-12-15 01:00:00,16968.98000000,17249.00000000,16621.19000000,17074.18000000,7342424.44166439,6459
2017-12-15 02:00:00,17074.16000000,17796.39000000,16931.00000000,17448.97000000,11013706.75283245,7797
2017-12-15 03:00:00,17400.63000000,17670.00000000,17058.00000000,17119.00000000,9840196.54836407,5482
2017-12-15 04:00:00,17111.02000000,17298.00000000,16850.00000000,17200.04000000,8592206.08254866,3872
2017-12-15 05:00:00,17200.02000000,17350.00000000,17101.33000000,17244.99000000,5395084.25865685,2721
2017-12-15 06:00:00,17244.99000000,17327.98000000,17078.90000000,17144.48000000,6429636.36272560,2729
2017-12-15 07:00:00,17150.52000000,17199.50000000,17030.56000000,17073.27000000,4871481.52925852,2541
2017-12-15 08:00:00,17070.00000000,17388.22000000,16876.89000000,17299.02000000,8088045.97098199,3131
2017-12-15 09:00:00,17298.98000000,17653.00000000,17264.55000000,17640.05000000,7800735.17560117,3374
2017-12-15 10:00:00,17653.00000000,17982.22000000,17520.00000000,17860.02000000,8222896.07061040,4577
2017-12-15 11:00:00,17879.52000000,17980.00000000,17650.05000000,17900.00000000,5024514.18511620,2804
2017-12-15 12:00:00,17900.00000000,17991.00000000,17800.00000000,17866.00000000,8078817.24492733,3099
2017-12-15 13:00:00,17866.00000000,17948.98000000,17525.01000000,17744.09000000,9322220.54588651,4412
2017-12-15 14:00:00,17744.09000000,17892.00000000,17620.07000000,17680.42000000,5901399.91510253,3728
2017-12-15 15:00:00,17664.67000000,17750.00000000,17400.00000000,17542.81000000,6211533.40344146,3788
2017-12-15 16:00:00,17549.50000000,17749.50000000,17454.04000000,17573.01000000,6587646.49252085,2549
2017-12-15 17:00:00,17550.02000000,17750.00000000,17458.77000000,17521.12000000,5281104.30656435,2326
2017-12-15 18:00:00,17520.77000000,17754.36000000,17400.10000000,17699.94000000,6343624.48561897,2433
2017-12-15 19:00:00,17699.94000000,17850.00000000,17532.62000000,17636.98000000,4773406.78035471,2369
2017-12-15 20:00:00,17621.81000000,17775.09000000,17545.00000000,17709.99000000,3322617.03837578,1495
2017-12-15 21:00:00,17710.00000000,17780.57000000,17298.98000000,17550.02000000,4934558.03713193,2380
2017-12-15 22:00:00,17552.02000000,17626.81000000,17240.00000000,17502.72000000,4822037.28874156,2178
2017-12-15 23:00:00,17536.00000000,17627.90000000,17397.00000000,17539.83000000,4779704.39986382,1532
2017-12-16 00:00:00,17516.81000000,17638.38000000,17377.01000000,17577.99000000,4593278.54107765,2007
2017-12-16 01:00:00,17566.00000000,17579.22000000,17400.02000000,17460.00000000,5809372.62450015,2329
2017-12-16 02:00:00,17460.00000000,17549.00000000,17267.00000000,17350.00000000,1880361.03777106,1692
2017-12-16 03:00:00,17287.38000000,17408.00000000,17190.01000000,17250.00000000,2819388.42622291,1830
2017-12-16 04:00:00,17245.00000000,17489.00000000,17240.00000000,17437.06000000,4149556.78041317,1989
2017-12-16 05:00:00,17455.00000000,17524.40000000,17412.05000000,17489.00000000,1065225.54997547,1176
2017-12-16 06:00:00,17488.81000000,17699.49000000,17397.76000000,17625.88000000,3629058.35977616,2156
2017-12-16 07:00:00,17619.61000000,17827.99000000,17613.35000000,17677.54000000,3141218.97103159,2057
2017-12-16 08:00:00,17677.54000000,17770.00000000,17532.05000000,17720.00000000,1202750.46283147,1487
2017-12-16 09:00:00,17720.00000000,17800.00000000,17688.05000000,17788.00000000,987340.38833363,1346
2017-12-16 10:00:00,17788.00000000,17849.95000000,17700.00000000,17775.39000000,1151420.74143038,1496
2017-12-16 11:00:00,17760.00000000,17898.00000000,17735.56000000,17829.99000000,2433189.39202229,1897
2017-12-16 12:00:00,17830.00000000,17919.04000000,17800.01000000,17919.00000000,4329516.05907647,2075
2017-12-16 13:00:00,17919.00000000,18335.00000000,17900.01000000,18220.00000000,4969407.71469928,4520
2017-12-16 14:00:00,18220.00000000,18555.00000000,18178.00000000,18540.00000000,2936746.60185069,2570
2017-12-16 15:00:00,18555.00000000,18800.89000000,18420.00000000,18751.02000000,6752452.58511006,3357
2017-12-16 16:00:00,18751.01000000,18820.00000000,18365.00000000,18669.00000000,5250210.18547287,3165
2017-12-16 17:00:00,18669.00000000,18738.99000000,18550.00000000,18700.00000000,2259548.94039888,1901
2017-12-16 18:00:00,18700.00000000,18747.53000000,18602.01000000,18747.53000000,1694419.19868990,1241
2017-12-16 19:00:00,18747.52000000,19219.00000000,18747.52000000,19219.00000000,3362380.22252976,2457
2017-12-16 20:00:00,19219.00000000,19344.99000000,18900.02000000,19125.00000000,3817283.63534447,2614
2017-12-16 21:00:00,19125.00000000,19299.00000000,18901.00000000,19200.00000000,2313876.91386547,1862
2017-12-16 22:00:00,19199.00000000,19449.99000000,19000.00000000,19410.00000000,2689753.24912023,2073
2017-12-16 23:00:00,19386.00000000,19539.00000000,18990.00000000,19102.66000000,3055964.78353913,2480
2017-12-17 00:00:00,19120.19000000,19229.00000000,18825.84000000,19044.00000000,4340904.60237410,3072
2017-12-17 01:00:00,19044.00000000,19166.67000000,18800.00000000,18901.73000000,7523919.52135498,3278
2017-12-17 02:00:00,18901.74000000,19301.15000000,18839.37000000,19100.81000000,6547186.31123201,2812
2017-12-17 03:00:00,19100.80000000,19339.54000000,19000.01000000,19017.75000000,6885622.58426686,3188
2017-12-17 04:00:00,19017.75000000,19098.98000000,18810.00000000,18875.68000000,8066701.37926973,3925
2017-12-17 05:00:00,18969.11000000,19222.21000000,18875.41000000,19168.50000000,6874824.91184802,2902
2017-12-17 06:00:00,19166.50000000,19222.22000000,19055.05000000,19222.22000000,6147018.10712530,2838
2017-12-17 07:00:00,19222.22000000,19495.00000000,19201.00000000,19462.98000000,6440184.61465200,2996
2017-12-17 08:00:00,19495.00000000,19500.00000000,19200.00000000,19241.98000000,6308391.42070053,2732
2017-12-17 09:00:00,19241.98000000,19533.04000000,19185.01000000,19528.00000000,6335711.82350224,2906
2017-12-17 10:00:00,19528.00000000,19590.00000000,19419.01000000,19590.00000000,6704067.83489775,2966
2017-12-17 11:00:00,19586.00000000,19710.00000000,19552.00000000,19709.50000000,7114494.25792117,3451
2017-12-17 12:00:00,19709.50000000,19798.68000000,19358.00000000,19358.00000000,9451057.40071742,4390
2017-12-17 13:00:00,19369.00000000,19607.22000000,19264.00000000,19540.02000000,7200335.40673313,4227
2017-12-17 14:00:00,19541.00000000,19565.99000000,19100.00000000,19235.00000000,8883542.22155231,3159
2017-12-17 15:00:00,19202.00000000,19350.00000000,18846.00000000,19220.00000000,9481234.62898906,5321
