2021-05-07 12:25:09, 101, 10127.284950101472, 126, -0.07154202716052532, 77153.65613281251
2021-05-07 12:25:10, 102, 10151.56120982937, 159, -0.06768154798820615, 132654.60170703125
2021-05-07 12:25:11, 103, 10155.57002512992, 128, -0.09261617688089609, 128909.14679296874
2021-05-07 12:25:39, 149, 10173.020711755964, 136, -0.058428651109337815, 99616.83199609375
2021-05-07 12:25:44, 159, 10199.187287832017, 138, -0.04318919963389635, 256158.83339062502
2021-05-07 12:25:45, 160, 10222.465179621606, 127, -0.07637669413536788, 109737.52065625
2021-05-07 12:25:46, 162, 10223.96650146182, 143, -0.05337625200301409, 264285.01246875
2021-05-07 12:25:47, 164, 10266.949701315421, 150, -0.02937195977382362, 106258.88144140624
2021-05-07 12:25:59, 183, 10274.978775606132, 154, -0.06619207465648651, 400961.087453125
2021-05-07 12:26:02, 187, 10280.565517696412, 170, -0.04959306621551514, 199610.54661718747
2021-05-07 12:26:03, 189, 10302.011595831846, 168, -0.06870763916522264, 196116.6384375
2021-05-07 12:26:03, 190, 10314.67117475712, 159, 0.00081462324410677, 90990.7896796875
2021-05-07 12:26:04, 191, 10343.134456047144, 175, 0.027902778685092923, 781426.8953125001
2021-05-07 12:26:05, 193, 10349.109380601913, 159, -0.03553457699716091, 72910.88528027343
2021-05-07 12:26:06, 194, 10364.877643659269, 156, -0.05468116939067841, 233766.21855859377
2021-05-07 12:26:14, 206, 10374.775636837127, 159, -0.06994654607772827, 103817.5393828125
2021-05-07 12:26:15, 207, 10385.190388889354, 157, -0.04092581358551979, 261923.53309375
2021-05-07 12:26:16, 209, 10402.200205478981, 146, -0.04433053470402956, 90899.6866875
2021-05-07 12:26:34, 238, 10415.754602973655, 167, -0.008536534167826177, 160014.06761718748
2021-05-07 12:27:29, 326, 10450.35594264869, 142, -0.007055918965488672, 87765.31300000001
2021-05-07 12:27:29, 327, 10457.277962824668, 176, 0.033740628749132154, 466894.75296875
2021-05-07 12:31:59, 773, 10483.825168322493, 61, -0.00264037261903286, 314106.71771875
2021-05-07 12:31:59, 774, 10538.644145614178, 65, -0.009007738903164864, 151176.688640625
2021-05-07 12:32:00, 775, 10557.913036685384, 73, -0.010638146032579242, 93350.63489062499
2021-05-07 12:32:00, 776, 10597.971770877575, 61, -0.008236594557762145, 292023.433796875
2021-05-07 12:32:01, 777, 10624.37349281987, 85, -0.011998357959091663, 66720.88458984374
2021-05-07 12:32:02, 778, 10625.105776637363, 59, -0.0030886967778205876, 38650.03317578125
2021-05-07 12:32:03, 781, 10628.282579005147, 63, 0.004035557575523853, 32229.58276464844
2021-05-07 12:32:04, 783, 10666.852251430762, 71, -0.007460864067077636, 291230.30253125
2021-05-07 12:32:15, 800, 10669.89630536922, 69, -0.007708155572414398, 211365.654171875
2021-05-07 12:32:16, 801, 10683.703568695204, 67, -0.008254480570554733, 97659.154046875
2021-05-07 12:32:16, 802, 10703.15230891047, 85, -0.005652205331251025, 555087.63390625
2021-05-07 12:32:17, 803, 10709.804701729021, 77, -0.0005450729578733444, 70780.2685703125
2021-05-07 12:32:18, 805, 10740.31394002076, 79, -0.003391768530011177, 512789.30428125
2021-05-07 12:32:19, 807, 10745.436447486662, 69, 0.00034494082629680633, 150155.92906249998
2021-05-07 12:45:09, 2093, 10753.227103920393, 48, -0.001426910877227783, 119365.181078125
2021-05-07 12:45:09, 2094, 10767.584141135343, 79, -0.0019054368138313295, 227524.53557031252
2021-05-07 12:45:39, 2143, 10809.630710474932, 34, -0.001962860777974129, 389605.546578125
2021-05-07 12:45:42, 2147, 10831.40171579523, 39, -0.0006710749045014382, 68323.25700390624
2021-05-07 12:45:42, 2148, 10871.79703488668, 33, -0.005488463853718713, 662557.6398437499
2021-05-07 12:45:43, 2149, 10910.388860694333, 53, -0.003524206697940827, 175979.37022656252
