time,open,high,low,close,Volume,Volume MA
1490810400,5427.25,5437.5,5423.5,5436,44985,46352.85
1490824800,5436,5451,5434,5442.25,7093,41405.85
1490839200,5442.5,5444,5438.75,5441.75,3527,35186.45
1490853600,5441.75,5442.75,5430.5,5432.75,5933,34777.95
1490868000,5432.75,5442,5426.5,5439.5,35190,36352.65
1490882400,5439.5,5447.75,5427.5,5439.25,77142,39360.8
1490896800,5439.5,5444.75,5434.75,5440.75,34002,37782.85
1490911200,5440.75,5441,5430.75,5432.25,3679,31960.05
1490925600,5432,5433.5,5421.25,5424.5,4930,29410.95
1490940000,5424.5,5432,5421,5428.5,8328,29560.7
1490954400,5428.25,5439.5,5427.25,5436.5,24862,30640.65
1490968800,5436.25,5452.75,5436,5441.5,67143,33629.95
1490983200,5441.5,5451.25,5433.75,5435.75,57616,34345.1
1491170400,5436.75,5444.25,5432.75,5442.5,6830,28822.2
1491184800,5442.5,5444,5439.75,5443.75,3382,25617.7
1491199200,5443.75,5450.75,5441.25,5448.25,6379,25720.95
1491213600,5448.25,5455,5439.25,5446.5,33426,27251.5
1491228000,5446.25,5451.75,5403.25,5422.75,156064,34660.8
1491242400,5423,5440.75,5417.75,5433.25,56891,35769
1491256800,5432.75,5434.75,5425,5430.25,3873,32063.75
1491271200,5430.25,5431.25,5423.5,5427.25,4566,30042.8
1491285600,5427.5,5428.25,5415.25,5418,10789,30227.6
1491300000,5418.25,5435.5,5406.75,5427,48494,32475.95
1491314400,5427,5436.75,5415.5,5431.5,88011,36579.85
1491328800,5431.5,5448,5431.25,5447.5,38870,36763.85
1491343200,5447,5448,5442.5,5444.25,3465,33080
1491357600,5444.5,5445,5435.75,5441.75,4018,31580.8
1491372000,5441.75,5444.75,5435.5,5440.25,7586,31776.15
1491386400,5440.25,5462.75,5435.75,5460,40990,33579.15
1491400800,5459.25,5481.25,5455.25,5478.5,98893,38107.4
1491415200,5478.5,5478.75,5409,5413.5,140947,43911.65
1491429600,5414,5419.25,5401.5,5405.5,10832,41096.1
1491444000,5405.25,5405.5,5390,5401,8902,38660.4
1491458400,5401,5416.25,5399.25,5413.75,14255,39031.65
1491472800,5413.75,5433.25,5410.25,5432,61617,41943.4
1491487200,5432.25,5437.25,5414.25,5426.75,122936,47771.25
1491501600,5426.5,5429.25,5407.75,5425.75,70638,49631.85
1491516000,5426.75,5429.75,5382.75,5393.75,20251,42841.2
1491530400,5393.75,5414.5,5389,5407,16479,40820.6
1491544800,5406.75,5421.25,5406.25,5414,11782,41216.05
1491559200,5413.75,5431.5,5401.25,5403.75,65676,44271.55
1491573600,5403.5,5436,5400,5429,88765,48170.35
1491588000,5428.75,5434.25,5418.75,5420.75,39541,47722.7
1491775200,5420.75,5433.75,5417,5427.75,5882,43616.25
1491789600,5427.75,5430.5,5425.25,5427.75,2334,41789.45
1491804000,5427.25,5430,5417.75,5418,7036,41968
1491818400,5418,5438.75,5415.75,5436.75,30335,43283.85
1491832800,5436.5,5443.75,5405.75,5433.5,102445,48026.8
1491847200,5433.5,5436.25,5417,5426.5,49493,48451.95
1491861600,5426.75,5429.25,5418.75,5422.25,4930,43753.8
1491876000,5422.25,5422.25,5411.25,5417.5,6564,37034.65
1491890400,5417.25,5423.25,5411.5,5421.5,9038,36944.95
1491904800,5421.5,5424.5,5381.75,5391.25,64526,39726.15
1491919200,5391.25,5404.5,5358,5392.25,180548,48040.8
1491933600,5392,5404.75,5379.5,5404.75,61429,48031.4
1491948000,5402.75,5404.5,5387.75,5390.75,7352,42252.2
1491962400,5390.5,5395,5386.25,5394.25,4168,38928.7
1491976800,5394.75,5412.75,5392,5404.5,12490,38540.65
1491991200,5404.5,5406.25,5386.75,5394.75,46688,40051.1
1492005600,5395,5399.25,5369.5,5389.5,111965,45060.25
1492020000,5389.25,5390.5,5369,5369.75,68432,45198.05
1492034400,5369,5376.75,5360.5,5368.75,8873,41203.45
1492048800,5368.5,5382,5366.75,5379.5,4751,39463.95
1492063200,5379.5,5382,5361,5363.75,11136,39726.65
1492077600,5363.5,5391,5355.75,5386.25,56581,42439
1492092000,5386.25,5399.5,5363.75,5366.25,109644,47569.4
1492106400,5366.5,5377,5347.5,5357.5,87780,50441.65
1492380000,5352.75,5358.5,5350,5352,5564,45597.6
1492394400,5352.25,5357,5347.75,5356.25,4187,43332.3
1492408800,5355.75,5359.75,5353.5,5357,2178,43194.7
1492423200,5357,5379,5354,5373.75,28639,44298.45
1492437600,5373.75,5391.25,5372.75,5384.5,57854,46739.25
1492452000,5385,5399.5,5382.5,5397.75,49077,45966.8
1492466400,5397.5,5403.75,5394,5396.5,6437,37261.25
1492480800,5396.5,5401.75,5396,5399.75,3821,34380.85
1492495200,5400,5402,5375.5,5379,12308,34628.65
1492509600,5379,5404.5,5377,5404.25,51798,37010.15
1492524000,5404.5,5405.25,5376,5386.25,114129,42092.1
1492538400,5386.25,5396.5,5383.5,5391.75,57551,42635.25
1492552800,5389.75,5399.75,5388.75,5395.75,4157,37244.85
1492567200,5395.5,5399.5,5393.25,5396.75,3187,33982.6
1492581600,5396.5,5407.75,5396,5407.25,9613,34019.6
1492596000,5407.25,5428.75,5404,5426.75,45213,36042.7
1492610400,5427,5430.75,5406.5,5411.75,81728,39572.3
1492624800,5411.5,5414,5390,5394.5,69673,40226.9
1492639200,5398,5404.75,5394.5,5404.5,4765,34982.95
1492653600,5404.5,5404.5,5399.25,5401.25,2302,30709.05
1492668000,5401.25,5417.75,5401.25,5416,11731,31017.4
1492682400,5416,5427.25,5411,5413.75,39031,32759.6
1492696800,5413.5,5454.75,5413.5,5452.25,118576,38579.5
1492711200,5452.5,5454.25,5440.5,5444.25,53837,39839.4
1492725600,5445,5449.5,5442.5,5447.25,6080,37250.7
1492740000,5447.5,5453.25,5446.25,5452.25,2512,34922.45
1492754400,5452,5454.75,5448.75,5452.75,10358,35118.5
1492768800,5452.75,5454.75,5433.25,5438.25,39602,36907.55
1492783200,5438.25,5449.75,5427.5,5439.25,84535,40518.9
1492797600,5439.25,5443.5,5431.25,5436,47409,40299.45
1492984800,5471,5499.5,5471,5485.5,15705,35378.25
1492999200,5485.75,5493.75,5483.5,5493,4584,32729.9
1493013600,5493,5501.75,5492,5498.25,16085,33326.3
1493028000,5498,5506.75,5492.25,5504.25,49716,35652.75
1493042400,5504,5509.25,5494,5504,76275,38985.85
1493056800,5504,5512.75,5500.75,5503.5,48252,39137.8
1493071200,5502,5509.5,5499,5508,4387,35270.75
1493085600,5508,5518,5508,5515.5,4817,32027.95
1493100000,5515,5517,5509.25,5511.25,7617,32170.55
1493114400,5511.25,5529.25,5511.25,5526.5,36979,33904.4
1493128800,5526.5,5550.5,5526,5547.5,71659,36900.8
1493143200,5547.25,5557.25,5544,5547.25,44513,37174.9
1493157600,5546.75,5550,5543.75,5549.75,3665,31429.35
1493172000,5549.75,5554.5,5548,5553.5,3424,28908.7
1493186400,5553.5,5554.75,5549,5553.75,6822,28945.8
1493200800,5553.75,5562.5,5544.25,5548,42065,30923.45
1493215200,5548,5556,5538,5543.75,107073,35759.2
1493229600,5543.75,5553,5535,5535,57945,36676.35
1493244000,5535.25,5542.75,5534.25,5538.75,3472,32623.2
1493258400,5538.75,5542,5537,5541,2998,30402.65
1493272800,5541,5544.25,5535.5,5538.75,6729,29953.85
1493287200,5538.75,5559.25,5537.5,5557.5,37042,31576.75
1493301600,5557.5,5568.5,5554,5564.25,82016,34873.3
1493316000,5564,5599,5559.25,5586.5,62059,35490.45
1493330400,5584.5,5593.5,5582.75,5591,5374,31945.4
1493344800,5591.25,5592.5,5586.5,5587.75,3350,29700.3
1493359200,5587.75,5594,5584,5593.5,6470,29804.45
1493373600,5593.5,5597.75,5577.25,5578,46861,31906.65
1493388000,5578,5585.75,5573.25,5578.25,74171,35234.35
1493402400,5578.25,5584,5571.75,5581,47069,35738.85
1493589600,5581,5589.5,5573.5,5587.25,4532,32382.5
1493604000,5587,5590.75,5586.25,5590.5,1693,30241.5
1493618400,5590.25,5594.5,5590,5593.5,2053,30160.9
1493632800,5593.5,5608.5,5592.75,5606.5,26754,31327.4
1493647200,5606.5,5631.5,5600.25,5631.25,78751,34923.85
1493661600,5631.5,5637.25,5626.25,5632,49703,35305.75
1493676000,5629,5636,5628.5,5630.5,4054,30154.8
1493690400,5630.75,5633.75,5629.25,5630.25,2771,27396.1
1493704800,5630.25,5637.5,5630.25,5637,7620,27603.5
1493719200,5637.25,5639.25,5624.5,5626,40954,29501.3
1493733600,5626,5641.75,5622.5,5634,68511,32590.4
1493748000,5634,5640.75,5622.5,5622.75,44058,32941.2
1493762400,5621,5626.75,5616.25,5625.5,4119,29046.35
1493776800,5625.5,5626.5,5620,5623.5,3721,26129.45
1493791200,5623.5,5625,5620.25,5623.25,5328,26127.15
1493805600,5623.5,5631,5616.25,5619.75,36466,27782.95
1493820000,5620,5621.5,5606,5615.25,91004,32009.65
1493834400,5615.5,5627.75,5609,5610.25,62260,32779.6
1493848800,5609,5622.75,5607.5,5619.5,5237,29332.9
1493863200,5619.25,5622,5618.25,5620.25,2881,27123.5
1493877600,5620.25,5630.5,5617.75,5630,7315,27262.65
1493892000,5630,5634,5603.75,5607.75,49347,29645.35
1493906400,5607.75,5631,5606,5622,113275,35206.45
1493920800,5621.75,5628.5,5614,5628,43548,36046.15
1493935200,5627,5627.5,5621.75,5623.25,2689,32243.05
1493949600,5623.25,5624.5,5612.5,5617.5,5059,30010.85
1493964000,5617.5,5628.25,5616,5626.75,6472,30131.75
1493978400,5626.5,5639.5,5624.75,5625.75,36124,31799.4
1493992800,5625.75,5633,5616.25,5632.25,70037,34920.25
1494007200,5632,5649.5,5627.75,5649,45338,35139.45
1494194400,5658.25,5660.5,5638.25,5642,8696,32148.7
1494208800,5641.75,5646.75,5640.75,5646.25,3192,30105.4
1494223200,5646,5646.75,5634.75,5640.5,9694,30384.15
1494237600,5640.5,5652,5639.25,5639.25,36188,32007.5
1494252000,5639.25,5652.25,5634.5,5652.25,67590,35120.6
1494266400,5652,5656,5644.5,5655.25,35794,35087
1494280800,5654.25,5656.25,5650.75,5652.75,3332,30703.4
1494295200,5652.75,5655,5651.25,5653.75,2502,27715.5
1494309600,5653.75,5658.75,5652.25,5658.5,6878,27797.55
1494324000,5658.5,5677.75,5655.75,5677.75,38711,29589.05
1494338400,5677.75,5687.75,5667,5672.5,89456,33696.1
1494352800,5672.25,5682.25,5663.75,5680.5,50564,33756.95
1494367200,5678.5,5679.25,5668.5,5672,6202,28403.3
1494381600,5672.25,5674.75,5671,5674,2265,26339.15
1494396000,5674,5677,5667.75,5671.5,7938,26601.6
1494410400,5671.5,5679.25,5662.25,5666.25,35965,28146.9
1494424800,5666,5678.25,5658.25,5676.75,80426,31844.6
1494439200,5676.75,5679.75,5666.5,5675.5,39987,32037.75
1494453600,5674.75,5676.25,5671.25,5673.75,2755,28673.65
1494468000,5673.75,5674.75,5672,5672.5,2513,26532.4
1494482400,5672.75,5673.75,5665.5,5667,5905,26392.85
1494496800,5666.75,5668.25,5642,5647,62273,29346.9
1494511200,5647.25,5669.25,5636.25,5669,111651,34444.75
1494525600,5668.75,5674.75,5664.5,5670.75,49810,35125.85
1494540000,5670,5672.5,5663,5663,3564,31924.55
1494554400,5663,5663.75,5657,5663.25,4908,30380.25
1494568800,5663.5,5664.25,5656.5,5660.75,6942,30560.75
1494583200,5660.5,5682.75,5658.75,5675.5,52725,33071.9
1494597600,5675.5,5687,5670.75,5687,77256,36590.8
1494612000,5687,5689.75,5676.5,5689.5,36770,36493.75
1494799200,5689.5,5694.5,5687,5694,4319,32236.9
1494813600,5693.75,5697.5,5691.75,5692.75,3139,29865.65
1494828000,5692.75,5700.25,5683.5,5685.25,11645,30137.8
1494842400,5685.25,5699.5,5682.5,5698,39377,31993.4
1494856800,5698,5706.5,5689.75,5700.75,77540,35473.5
1494871200,5700.5,5705.5,5693.75,5704.75,42822,35816.35
1494885600,5705,5705.5,5699.5,5700.5,4302,32010.15
1494900000,5700.5,5703.25,5696.25,5701.75,3147,30168.15
1494914400,5701.75,5705.5,5700.5,5703.75,5917,30326.25
1494928800,5703.75,5718.75,5703,5716.5,41018,32251.5
1494943200,5716.5,5723.5,5700.75,5717.5,93505,36631.5
1494957600,5717.5,5727.25,5715.5,5724.5,33625,35199.1
1494972000,5723.5,5724,5683.75,5697,25477,30890.4
1494986400,5697,5702.75,5691,5698.5,9409,28870.35
1495000800,5698.25,5707.5,5693.25,5701.25,14241,29404.2
1495015200,5701,5708.75,5664,5665.5,102979,34307.75
1495029600,5665.5,5668.5,5620.75,5625.25,188156,43368.45
1495044000,5625,5632.25,5574.75,5576.5,161971,48830.75
1495058400,5575.5,5597.5,5573.75,5596.75,15776,45756.75
1495072800,5596.75,5601.5,5596,5597,7405,44288.5
1495087200,5597,5604.75,5550.5,5552.25,34630,45804.05
1495101600,5552.5,5608.25,5552.5,5599.5,130453,52169.75
1495116000,5599.75,5637.25,5599.5,5627,223637,62769.35
1495130400,5626.75,5648.5,5625.75,5633,109943,66297.65
1495144800,5631.5,5638,5622.5,5624,7056,62773.45
1495159200,5624.25,5633.75,5622,5631,4567,60860.7
1495173600,5631.25,5648.25,5627.5,5645.25,12156,61253.4
1495188000,5645.25,5668.25,5641,5661.25,78353,65013.7
1495202400,5661.25,5676.5,5658.75,5669.25,102863,69861
1495216800,5669.25,5675.5,5649.75,5655.25,84903,72055.25
1495404000,5652.75,5661,5651.25,5658.25,5261,67643.05
1495418400,5658.25,5664,5658,5662.25,3798,66151.7
1495432800,5662,5665.25,5648.75,5653.75,9958,65375.75
1495447200,5653.5,5685,5652.5,5683,42907,67050.65
1495461600,5683,5698.5,5679.25,5692.25,90278,70852.5
1495476000,5692,5704.25,5688.75,5703,45845,67995.8
1495490400,5701.5,5705.75,5688.5,5694.75,8209,58998.45
1495504800,5694.5,5700.5,5693.75,5697.75,2859,51042.85
1495519200,5697.75,5716,5693.5,5708.25,15296,51018.85
1495533600,5708.25,5718.5,5694.25,5700,50522,53174.7
1495548000,5699.75,5710.25,5691.5,5698.25,94010,56143.7
1495562400,5698.5,5713,5696.25,5710.75,46094,51925.75
1495576800,5709.5,5711.25,5705.25,5707.25,4644,40976.1
1495591200,5707.25,5709.75,5706,5709.5,2056,35581.75
1495605600,5709.25,5718.25,5707.75,5717.25,7503,35604.1
1495620000,5717.25,5724.5,5710.25,5712.75,40429,37397.2
1495634400,5712.25,5719.25,5706.75,5717.75,70965,40337.65
1495648800,5718,5734.5,5711.75,5733.5,62077,39523.85
1495663200,5731.5,5754.25,5731.25,5748,10217,34891.55
1495677600,5748,5759,5746,5756.25,6252,30959
1495692000,5756.25,5757.5,5740.75,5751.25,14531,31422.5
1495706400,5751.25,5756,5741,5752.25,43562,33410.7
1495720800,5752.25,5788.5,5750,5787.75,107670,38296.3
1495735200,5787.75,5795.5,5778,5783.25,56815,38991.7
1495749600,5781.25,5788.25,5779.25,5785.5,5188,34737.2
1495764000,5785.5,5785.75,5780.25,5783,4325,32661.2
1495778400,5782.75,5791,5776.75,5777.5,10782,32789.85
1495792800,5777.5,5787,5772.75,5786,43916,34842.7
1495807200,5786.25,5793.5,5780.5,5784,64864,37321.1
1495821600,5784,5796.5,5783.25,5795.5,33242,36457.1
1496008800,5793,5803.5,5792.5,5800.25,4570,31985.1
1496023200,5800.25,5801.75,5797.5,5798.75,2373,29799.05
1496037600,5798.75,5799.5,5795.25,5798.5,2506,29692.15
1496052000,5798,5802,5797,5799,3370,29757.85
1496066400,5798.75,5799.25,5792,5796,4508,29608.1
1496095200,5795.5,5796,5783.5,5784.75,4679,27820.6
1496109600,5784.75,5794,5784.5,5791.5,3584,24451.55
1496124000,5791.75,5794.75,5785,5791,9955,21845.45
1496138400,5791,5802.25,5778.25,5798.75,47022,23685.7
1496152800,5798.75,5802.75,5791.5,5796.25,78588,27302.5
1496167200,5796.25,5801.25,5791.25,5794,35214,28336.65
1496181600,5792.5,5801,5791.25,5799.75,3770,26347.05
1496196000,5799.75,5799.75,5794.75,5796,2736,21100.35
1496210400,5796.25,5802,5795.5,5798.75,5780,18548.6
1496224800,5799,5819.25,5776.5,5778.25,59601,21269.25
1496239200,5778.5,5792.25,5763.75,5782.75,166051,29355.55
1496253600,5782.75,5806.5,5770.25,5804.75,81154,32874.15
1496268000,5804.75,5808,5800,5800.75,7385,31047.6
1496282400,5801,5806.5,5798,5804.75,3462,27977.5
1496296800,5804.5,5809.75,5802,5804.5,9734,26802.1
1496311200,5804.25,5813,5796.75,5801,51900,29168.6
1496325600,5801.25,5809.5,5780.5,5805,127600,35429.95
1496340000,5805.25,5824,5802.25,5823,60345,38321.9
1496354400,5823.75,5839.25,5822,5836.25,7504,38528.6
1496368800,5836.25,5842.75,5836.25,5840.5,6040,38605.2
1496383200,5840.5,5844.5,5834,5840.25,9787,38860.6
1496397600,5840.5,5844.5,5826.25,5832.75,70885,42225.65
1496412000,5833,5876.5,5831,5874.25,122789,47867.35
1496426400,5874.25,5886.75,5871.25,5885.25,76899,49361.2
1496613600,5878.25,5884.25,5875,5878.25,6159,45739.75
1496628000,5878.25,5884,5878.25,5883,3367,44147.4
1496642400,5883,5885.5,5879,5881.25,5179,44217.85
1496656800,5881.25,5888.75,5872.75,5885.25,38554,46008.75
1496671200,5885.25,5891.25,5875.25,5878,81186,49779.05
1496685600,5878.25,5883.25,5877.25,5881,38952,48746.6
1496700000,5880.25,5883,5873.5,5877.75,4710,40679.55
1496714400,5878,5879.75,5873,5874.25,2703,36757
1496728800,5874.5,5881.25,5870.25,5878.5,10081,36891.8
1496743200,5878.75,5887.75,5864.5,5884.75,55236,39480.5
1496757600,5884.75,5893.25,5875,5879.25,89300,43458.8
1496772000,5879,5888.25,5848.5,5863,87378,45232.7
1496786400,5862.25,5870.25,5861.75,5867.75,3814,39043.4
1496800800,5867.75,5869.75,5866.75,5868,2012,36126.75
1496815200,5867.75,5868,5858.75,5866.25,8731,36188.1
1496829600,5866.25,5882.5,5864.75,5874.25,54795,38625.85
1496844000,5874.25,5879.5,5845.75,5868.5,131636,44718.3
1496858400,5868.5,5884.75,5866.75,5879,67427,44545.4
1496872800,5877.75,5881.5,5875.75,5879.25,2835,38547.7
1496887200,5879.25,5887.75,5878.75,5884.75,3341,34869.8
1496901600,5885,5889.5,5882.75,5886,6404,34882.05
1496916000,5886,5897.75,5860.5,5868,62324,37829.9
1496930400,5867.75,5884.25,5853.5,5876,100604,42601.15
1496944800,5876,5892.25,5862.25,5891,44208,42883.85
1496959200,5885,5894,5877.25,5892.5,7155,39182.3
1496973600,5892,5896.5,5889.5,5893.75,3213,37395.35
1496988000,5893.25,5903.25,5890.5,5898.75,6973,37508.5
1497002400,5899,5902.75,5887.25,5896,41419,39444.3
1497016800,5896.25,5907.5,5762.75,5762.75,252113,51545.9
1497031200,5762.75,5780.5,5669,5746,254811,61524.65
1497218400,5746,5750.5,5735.75,5742,7909,57455.1
1497232800,5741.75,5746.5,5731.25,5731.5,4328,53302.6
1497247200,5731.5,5732.25,5678.5,5702.75,32275,54725.65
1497261600,5702.5,5714,5643.25,5662.25,171247,63187.4
1497276000,5662.25,5724.75,5653.25,5682.75,231510,74326.35
1497290400,5682.75,5723,5681,5722,80946,75633.9
1497304800,5721,5731,5715,5726.25,6444,69374.3
1497319200,5726.25,5735.75,5726,5734.75,3950,66200.45
