Time Init,Open,High,Low,Close,Volume,Time Close,QAV,N Trades,RSI,target,,,,
1.50716E+12,4208.59,4355,4110,4292.43,779.138638,1.50725E+12,3295532.824,9158,55.260237,1,,,,
1.50725E+12,4318.99,4417,4292,4369,506.529176,1.50733E+12,2212035.124,6546,57.27237,1,,,,
1.50733E+12,4369,4479.5,4312.56,4423,297.5975,1.50742E+12,1302533.215,4804,58.683623,1,,,,
1.50742E+12,4425,4658,4425,4640,518.462004,1.50751E+12,2347356.469,7580,63.850718,1,,,,
1.50751E+12,4640,4889.98,4550,4786.95,646.463145,1.50759E+12,3040508.904,10372,66.872146,1,,,,
1.50759E+12,4786.95,4960,4680.59,4783.06,1043.221773,1.50768E+12,5044283.863,11967,66.713185,0,,,,
1.50768E+12,4783.06,4881.61,4710,4821.43,753.429396,1.50777E+12,3609240.909,5895,67.532994,1,,,,
1.50777E+12,4821.43,5439.99,4810.16,5430,1276.701482,1.50785E+12,6659759.291,8030,77.14673,1,,,,
1.50785E+12,5439.99,5846.17,5379.84,5649.98,1879.82762,1.50794E+12,10597340.3,11663,79.508712,1,,,,
1.50794E+12,5650,5900,5580.01,5869.99,970.759046,1.50803E+12,5533972.486,6259,81.561303,1,,,,
1.50803E+12,5855.03,5922.3,5400.01,5709.99,1343.523375,1.50811E+12,7553650.201,7452,75.628235,0,,,,
1.50811E+12,5710,5788.91,5585.19,5760.02,1528.996462,1.5082E+12,8701914.796,9153,76.210965,1,,,,
1.5082E+12,5760,5774.98,5508.63,5595,1429.869376,1.50828E+12,8041662.319,9755,70.244928,0,,,,
1.50828E+12,5595,5596,5037.95,5512.06,2317.804373,1.50837E+12,12456909.98,14824,67.38949,0,,,,
1.50837E+12,5513,5710,5490.26,5683.9,1881.722107,1.50846E+12,10609368.77,11553,70.101275,1,,,,
1.50846E+12,5683.31,6110,5600,6010.01,1972.97722,1.50854E+12,11486552.19,11656,74.444452,1,,,,
1.50854E+12,6013.72,6171,5850.03,6024.97,1664.307693,1.50863E+12,10114821.44,10182,74.626543,1,,,,
1.50863E+12,6003.27,6060,5720.03,5950.02,1362.092216,1.50872E+12,8035415.373,8846,71.863825,0,,,,
1.50872E+12,5975,6080,5621.03,5915.93,1812.557715,1.5088E+12,10607190.98,10736,70.583887,0,,,,
1.5088E+12,5909.47,5925,5450,5477.03,2580.418767,1.50889E+12,14564495.85,13075,56.605414,0,,,,
1.50889E+12,5506.92,5704.96,5286.98,5689.99,2282.813205,1.50898E+12,12544847.89,12026,60.674913,1,,,,
1.50898E+12,5670.1,5939.99,5650,5861.77,1972.965882,1.50906E+12,11417126.64,11429,63.637168,1,,,,
1.50906E+12,5861.77,5980,5649.24,5768.83,1403.706416,1.50915E+12,8167069.736,8305,60.961554,0,,,,
1.50915E+12,5768.79,5850.02,5630.03,5719.64,1276.754412,1.50924E+12,7308076.019,8556,59.534822,0,,,,
1.50924E+12,5709.98,6189.88,5648.01,6169.98,1804.778173,1.50932E+12,10620967.62,10651,67.121432,1,,,,
1.50932E+12,6133.01,6248.68,6030,6120.5,1473.687043,1.50941E+12,9030219.287,9027,65.664725,0,,,,
1.50941E+12,6120.52,6498.01,6100,6463,1511.774925,1.50949E+12,9487640.84,12503,70.445992,1,,,,
